X-acc;Y-acc;Z-acc;label
-46;13;4153;idle
-59;12;4151;idle
-61;7;4165;idle
-58;2;4145;idle
-56;17;4166;idle
-60;5;4152;idle
-53;7;4152;idle
-52;11;4148;idle
-68;14;4157;idle
-59;19;4149;idle
-59;11;4157;idle
-57;12;4152;idle
-66;11;4147;idle
-59;3;4153;idle
-63;12;4165;idle
-64;4;4154;idle
-60;12;4150;idle
-65;13;4150;idle
-64;11;4150;idle
-63;13;4152;idle
-59;7;4151;idle
-51;7;4152;idle
-55;17;4153;idle
-51;20;4152;idle
-62;19;4153;idle
-71;14;4152;idle
-62;11;4153;idle
-54;2;4157;idle
-49;23;4151;idle
-63;11;4154;idle
-59;22;4150;idle
-61;15;4154;idle
-57;10;4145;idle
-72;-8;4148;idle
-58;4;4147;idle
-64;4;4150;idle
-61;14;4154;idle
-53;12;4156;idle
-54;13;4158;idle
-52;27;4153;idle
-61;12;4154;idle
-64;11;4148;idle
-63;8;4158;idle
-49;13;4145;idle
-56;11;4152;idle
-53;17;4154;idle
-57;16;4160;idle
-65;10;4144;idle
-62;6;4152;idle
-51;7;4160;idle
-46;25;4141;idle
-60;12;4159;idle
-68;4;4148;idle
-64;9;4152;idle
-53;8;4149;idle
-66;23;4149;idle
-47;14;4153;idle
-53;19;4156;idle
-63;14;4153;idle
-65;7;4149;idle
-58;13;4154;idle
-49;13;4145;idle
-52;15;4153;idle
-56;17;4164;idle
-51;4;4156;idle
-48;5;4149;idle
-60;3;4156;idle
-59;15;4143;idle
-64;18;4148;idle
-53;15;4156;idle
-60;11;4145;idle
-61;17;4161;idle
-61;12;4157;idle
-62;9;4155;idle
-61;9;4149;idle
-54;15;4153;idle
-65;24;4159;idle
-59;15;4155;idle
-58;4;4155;idle
-57;4;4153;idle
-55;10;4150;idle
-52;11;4145;idle
X-acc;Y-acc;Z-acc;label
-56;19;4158;idle
-53;16;4153;idle
-58;16;4156;idle
-54;19;4151;idle
-54;8;4146;idle
-55;14;4152;idle
-58;16;4157;idle
-58;10;4156;idle
-48;10;4151;idle
-72;7;4147;idle
-64;14;4156;idle
-60;15;4153;idle
-58;11;4145;idle
-56;17;4155;idle
-67;10;4153;idle
-51;10;4160;idle
-61;15;4152;idle
-69;9;4150;idle
-57;12;4154;idle
-61;7;4149;idle
-52;8;4158;idle
-61;7;4154;idle
-63;15;4157;idle
-65;13;4148;idle
-49;15;4148;idle
-49;14;4160;idle
-62;17;4159;idle
-51;9;4160;idle
-56;21;4147;idle
-61;8;4155;idle
-50;13;4154;idle
-57;13;4151;idle
-56;12;4135;idle
-48;18;4149;idle
-71;16;4165;idle
-61;11;4155;idle
-51;2;4153;idle
-59;16;4155;idle
-58;8;4146;idle
-54;11;4157;idle
-61;9;4151;idle
-53;19;4153;idle
-62;11;4160;idle
-64;10;4150;idle
-54;12;4153;idle
-60;12;4162;idle
-57;17;4154;idle
-62;20;4153;idle
-58;15;4154;idle
-67;13;4152;idle
-57;10;4148;idle
-56;12;4153;idle
-62;9;4158;idle
-58;10;4155;idle
-56;12;4157;idle
-52;9;4150;idle
-58;9;4150;idle
-51;4;4153;idle
-65;4;4155;idle
-67;5;4146;idle
-57;20;4151;idle
-54;11;4149;idle
-61;6;4151;idle
-58;17;4160;idle
-53;5;4152;idle
-57;10;4146;idle
-59;4;4155;idle
-59;13;4154;idle
-55;7;4150;idle
-64;10;4159;idle
-65;17;4159;idle
-51;24;4152;idle
-60;13;4153;idle
-52;12;4152;idle
-60;17;4150;idle
-57;9;4153;idle
-62;11;4147;idle
-57;21;4160;idle
-48;11;4151;idle
-55;17;4149;idle
-60;10;4150;idle
-61;6;4157;idle
-59;19;4150;idle
-54;24;4159;idle
-46;12;4146;idle
-57;12;4152;idle
-59;10;4147;idle
-48;6;4154;idle
-61;19;4150;idle
-55;12;4147;idle
-54;16;4150;idle
-48;4;4155;idle
-58;15;4151;idle
-61;12;4147;idle
-68;16;4148;idle
-47;10;4150;idle
-60;16;4148;idle
-53;12;4143;idle
-55;16;4145;idle
-71;17;4156;idle
X-acc;Y-acc;Z-acc;label
-62;12;4149;idle
-68;10;4146;idle
-55;21;4152;idle
-52;22;4143;idle
-50;7;4153;idle
-57;11;4144;idle
-60;13;4151;idle
-68;9;4152;idle
-60;8;4147;idle
-53;12;4157;idle
-56;23;4149;idle
-48;14;4151;idle
-58;16;4150;idle
-61;13;4151;idle
-63;10;4149;idle
-57;9;4154;idle
-58;21;4146;idle
-55;23;4151;idle
-60;15;4154;idle
-52;7;4150;idle
-58;15;4154;idle
-68;9;4152;idle
-53;16;4148;idle
-53;14;4157;idle
-55;12;4145;idle
-57;10;4155;idle
-50;6;4155;idle
-61;11;4157;idle
-66;23;4159;idle
-57;11;4154;idle
-58;11;4151;idle
-61;17;4155;idle
-58;3;4152;idle
-63;19;4149;idle
-56;11;4149;idle
-63;14;4153;idle
-68;4;4152;idle
-52;12;4138;idle
-62;17;4152;idle
-66;13;4159;idle
-59;9;4149;idle
-57;18;4154;idle
-53;18;4144;idle
-53;18;4154;idle
-60;5;4150;idle
-66;3;4149;idle
-56;11;4152;idle
-52;16;4153;idle
-56;21;4158;idle
-56;17;4152;idle
-58;10;4149;idle
-64;8;4149;idle
-59;4;4149;idle
-62;16;4156;idle
-56;6;4152;idle
-56;20;4145;idle
-61;12;4149;idle
-57;15;4150;idle
-62;8;4151;idle
-57;14;4159;idle
-57;18;4152;idle
-50;21;4154;idle
-53;21;4151;idle
-64;13;4145;idle
-67;13;4150;idle
-64;7;4150;idle
-53;15;4151;idle
-55;22;4151;idle
-54;12;4155;idle
-67;22;4156;idle
-57;7;4149;idle
-52;3;4148;idle
-61;9;4152;idle
-59;7;4160;idle
-50;14;4153;idle
-53;12;4153;idle
-53;17;4155;idle
-59;9;4153;idle
-57;16;4149;idle
-61;11;4152;idle
-57;23;4149;idle
-59;18;4151;idle
-58;14;4152;idle
-57;8;4153;idle
-63;16;4148;idle
-64;4;4145;idle
-62;17;4151;idle
-61;16;4153;idle
-59;17;4144;idle
-55;16;4152;idle
-56;15;4156;idle
-67;10;4158;idle
-65;16;4159;idle
-61;13;4148;idle
-63;23;4156;idle
-55;18;4150;idle
-58;17;4148;idle
-57;21;4145;idle
-71;17;4153;idle
-50;9;4148;idle
X-acc;Y-acc;Z-acc;label
-51;17;4155;idle
-62;12;4150;idle
-59;15;4154;idle
-64;9;4152;idle
-61;15;4152;idle
-62;12;4151;idle
-54;14;4150;idle
-57;13;4156;idle
-58;15;4151;idle
-65;7;4157;idle
-56;12;4152;idle
-59;7;4150;idle
-62;16;4158;idle
-59;19;4156;idle
-52;21;4155;idle
-59;14;4156;idle
-61;7;4150;idle
-67;1;4147;idle
-59;13;4154;idle
-61;20;4152;idle
-60;13;4152;idle
-67;11;4152;idle
-54;20;4151;idle
-64;11;4153;idle
-49;10;4148;idle
-68;15;4159;idle
-59;10;4152;idle
-55;22;4148;idle
-64;17;4160;idle
-52;21;4146;idle
-63;3;4153;idle
-59;7;4147;idle
-54;17;4149;idle
-50;15;4151;idle
-60;20;4156;idle
-52;16;4151;idle
-55;13;4152;idle
-60;4;4150;idle
-55;20;4151;idle
-60;10;4154;idle
-60;14;4153;idle
-58;8;4158;idle
-53;12;4147;idle
-56;5;4149;idle
-55;20;4153;idle
-58;4;4157;idle
-51;17;4155;idle
-62;14;4148;idle
-61;11;4155;idle
-55;10;4150;idle
-61;17;4157;idle
-62;13;4154;idle
-60;11;4156;idle
-58;10;4155;idle
-57;21;4150;idle
-57;12;4151;idle
-53;10;4155;idle
-63;13;4150;idle
-58;12;4155;idle
-54;17;4154;idle
-59;12;4153;idle
-52;12;4151;idle
-64;9;4142;idle
-64;6;4150;idle
-68;10;4154;idle
-51;22;4153;idle
-62;14;4154;idle
-64;12;4158;idle
-59;16;4160;idle
-51;18;4159;idle
-68;4;4153;idle
-56;11;4156;idle
-63;7;4154;idle
-63;9;4151;idle
-58;11;4157;idle
-68;16;4153;idle
-67;5;4152;idle
-57;7;4150;idle
-57;17;4154;idle
-60;1;4145;idle
-55;11;4149;idle
-53;19;4156;idle
-63;1;4149;idle
-59;14;4154;idle
-57;16;4148;idle
-54;12;4156;idle
-63;3;4154;idle
-50;10;4153;idle
-62;11;4154;idle
-66;16;4153;idle
-54;16;4151;idle
-60;15;4149;idle
-58;6;4146;idle
-50;18;4158;idle
-55;12;4152;idle
-56;10;4147;idle
-56;8;4153;idle
-50;15;4148;idle
-72;17;4153;idle
-60;9;4145;idle
X-acc;Y-acc;Z-acc;label
-58;14;4153;idle
-53;9;4160;idle
-53;16;4154;idle
-58;3;4152;idle
-51;9;4148;idle
-54;15;4155;idle
-59;14;4153;idle
-56;2;4159;idle
-61;16;4153;idle
-57;15;4149;idle
-58;9;4151;idle
-52;11;4153;idle
-51;10;4157;idle
-54;14;4154;idle
-55;7;4156;idle
-60;5;4146;idle
-60;12;4152;idle
-56;18;4153;idle
-60;9;4154;idle
-55;21;4153;idle
-52;15;4158;idle
-59;11;4150;idle
-48;10;4150;idle
-55;14;4142;idle
-59;10;4153;idle
-57;15;4153;idle
-50;20;4151;idle
-60;12;4150;idle
-59;14;4152;idle
-59;11;4156;idle
-59;11;4158;idle
-53;10;4149;idle
-56;19;4156;idle
-63;12;4153;idle
-61;8;4150;idle
-57;8;4148;idle
-64;9;4152;idle
-55;14;4149;idle
-53;14;4158;idle
-56;13;4149;idle
-55;8;4156;idle
-62;17;4157;idle
-63;10;4151;idle
-61;13;4152;idle
-60;10;4155;idle
-55;20;4156;idle
-56;16;4149;idle
-62;8;4153;idle
-58;16;4150;idle
-61;15;4155;idle
-57;6;4151;idle
-59;21;4149;idle
-51;21;4155;idle
-57;14;4154;idle
-55;20;4151;idle
-59;11;4151;idle
-63;13;4152;idle
-61;8;4157;idle
-50;24;4153;idle
-51;9;4147;idle
-59;5;4159;idle
-59;17;4157;idle
-66;11;4159;idle
-52;6;4153;idle
-63;11;4155;idle
-53;9;4158;idle
-52;11;4151;idle
-60;14;4150;idle
-60;8;4151;idle
-65;14;4155;idle
-60;19;4150;idle
-54;8;4157;idle
-48;10;4154;idle
-57;8;4145;idle
-55;7;4152;idle
-63;13;4153;idle
-63;9;4151;idle
-59;6;4150;idle
-52;14;4158;idle
-52;13;4157;idle
-47;8;4153;idle
-51;6;4150;idle
-57;16;4156;idle
-60;26;4143;idle
-57;13;4150;idle
-56;12;4152;idle
-50;13;4147;idle
-50;17;4157;idle
-64;9;4151;idle
-59;15;4155;idle
-63;13;4157;idle
-49;6;4148;idle
-60;10;4155;idle
-55;15;4155;idle
-62;18;4148;idle
-60;18;4153;idle
-51;9;4155;idle
-53;20;4154;idle
-65;6;4151;idle
-63;1;4153;idle
X-acc;Y-acc;Z-acc;label
-58;6;4151;idle
-62;12;4155;idle
-57;21;4150;idle
-61;20;4154;idle
-55;11;4148;idle
-53;5;4148;idle
-59;11;4159;idle
-56;16;4153;idle
-62;12;4145;idle
-49;14;4152;idle
-53;13;4155;idle
-59;6;4154;idle
-53;19;4147;idle
-64;14;4156;idle
-59;12;4156;idle
-56;15;4153;idle
-65;12;4155;idle
-57;13;4157;idle
-54;8;4153;idle
-63;18;4155;idle
-63;8;4154;idle
-59;12;4142;idle
-65;16;4158;idle
-70;16;4149;idle
-59;13;4147;idle
-64;4;4155;idle
-52;10;4159;idle
-68;16;4155;idle
-58;17;4152;idle
-60;7;4149;idle
-60;3;4155;idle
-56;14;4159;idle
-60;11;4152;idle
-51;6;4155;idle
-58;17;4152;idle
-61;16;4151;idle
-51;14;4153;idle
-65;19;4157;idle
-57;21;4147;idle
-57;18;4149;idle
-56;5;4153;idle
-44;12;4151;idle
-60;13;4155;idle
-58;7;4152;idle
-59;19;4153;idle
-67;18;4154;idle
-63;8;4152;idle
-55;7;4154;idle
-58;10;4153;idle
-64;18;4151;idle
-55;6;4147;idle
-53;9;4152;idle
-49;14;4152;idle
-58;4;4151;idle
-59;14;4149;idle
-65;22;4152;idle
-56;17;4154;idle
-57;22;4150;idle
-63;8;4153;idle
-67;14;4154;idle
-57;15;4153;idle
-59;12;4148;idle
-57;17;4157;idle
-55;9;4156;idle
-53;13;4154;idle
-55;10;4151;idle
-59;15;4143;idle
-56;15;4153;idle
-54;9;4149;idle
-66;20;4155;idle
-65;9;4150;idle
-45;21;4158;idle
-57;20;4152;idle
-60;19;4150;idle
-62;8;4152;idle
-60;5;4155;idle
-59;14;4152;idle
-52;10;4150;idle
-60;17;4151;idle
-56;14;4149;idle
-65;14;4156;idle
-64;12;4154;idle
-53;14;4150;idle
-60;16;4158;idle
-68;10;4152;idle
-51;10;4149;idle
-51;16;4149;idle
-63;17;4154;idle
-55;10;4150;idle
-63;7;4151;idle
-49;14;4148;idle
-47;13;4152;idle
-61;14;4154;idle
-55;10;4153;idle
-55;16;4155;idle
-58;18;4153;idle
-56;12;4146;idle
-56;16;4150;idle
-65;16;4151;idle
-56;18;4149;idle
X-acc;Y-acc;Z-acc;label
-50;12;4153;idle
-66;8;4154;idle
-47;11;4155;idle
-49;17;4157;idle
-60;8;4155;idle
-59;10;4161;idle
-57;4;4151;idle
-63;6;4156;idle
-55;7;4162;idle
-68;20;4154;idle
-54;11;4152;idle
-64;10;4154;idle
-60;14;4162;idle
-49;5;4153;idle
-49;11;4149;idle
-58;13;4154;idle
-59;14;4153;idle
-52;20;4157;idle
-60;20;4151;idle
-58;12;4156;idle
-53;11;4157;idle
-61;7;4154;idle
-64;22;4151;idle
-65;11;4148;idle
-59;9;4154;idle
-59;6;4156;idle
-61;6;4146;idle
-60;13;4153;idle
-57;14;4159;idle
-59;10;4145;idle
-55;16;4158;idle
-58;9;4159;idle
-58;13;4163;idle
-63;17;4162;idle
-56;16;4159;idle
-61;4;4150;idle
-64;11;4147;idle
-68;7;4156;idle
-64;15;4151;idle
-51;17;4160;idle
-65;17;4150;idle
-58;18;4151;idle
-60;13;4151;idle
-59;-1;4158;idle
-53;4;4153;idle
-54;16;4151;idle
-65;16;4155;idle
-57;13;4155;idle
-55;15;4152;idle
-55;11;4152;idle
-70;14;4156;idle
-59;13;4156;idle
-46;10;4150;idle
-60;22;4149;idle
-57;16;4155;idle
-54;14;4152;idle
-54;9;4147;idle
-60;12;4152;idle
-62;24;4156;idle
-64;15;4156;idle
-60;12;4148;idle
-55;7;4150;idle
-54;16;4152;idle
-55;6;4154;idle
-53;15;4149;idle
-58;13;4154;idle
-56;14;4152;idle
-58;10;4152;idle
-60;22;4158;idle
-60;12;4143;idle
-50;9;4156;idle
-49;15;4148;idle
-57;14;4148;idle
-50;9;4157;idle
-55;7;4154;idle
-58;4;4155;idle
-51;2;4154;idle
-54;12;4155;idle
-49;15;4152;idle
-55;7;4147;idle
-53;11;4148;idle
-54;9;4146;idle
-67;11;4157;idle
-44;13;4150;idle
-55;6;4145;idle
-61;21;4157;idle
-56;-2;4157;idle
-58;10;4153;idle
-63;16;4149;idle
-57;14;4153;idle
-52;6;4152;idle
-58;16;4157;idle
-63;12;4153;idle
-64;9;4149;idle
-44;17;4151;idle
-59;16;4148;idle
-72;10;4158;idle
-46;11;4145;idle
-59;15;4149;idle
-62;8;4149;idle
X-acc;Y-acc;Z-acc;label
-55;7;4153;idle
-55;11;4150;idle
-67;14;4149;idle
-53;11;4155;idle
-60;11;4160;idle
-48;13;4151;idle
-59;6;4153;idle
-59;4;4157;idle
-65;12;4152;idle
-51;11;4158;idle
-56;13;4154;idle
-53;13;4150;idle
-61;20;4154;idle
-61;14;4158;idle
-57;11;4150;idle
-66;14;4150;idle
-51;12;4148;idle
-52;6;4154;idle
-64;9;4157;idle
-69;11;4156;idle
-60;14;4151;idle
-62;17;4150;idle
-60;12;4153;idle
-57;10;4154;idle
-62;19;4151;idle
-69;21;4148;idle
-57;15;4149;idle
-61;8;4149;idle
-57;12;4147;idle
-56;12;4156;idle
-55;17;4147;idle
-54;10;4155;idle
-60;15;4155;idle
-60;9;4158;idle
-54;18;4151;idle
-63;2;4155;idle
-58;16;4147;idle
-55;12;4154;idle
-60;11;4158;idle
-63;8;4151;idle
-63;8;4153;idle
-52;16;4156;idle
-48;16;4154;idle
-61;21;4156;idle
-62;9;4146;idle
-53;15;4152;idle
-59;9;4156;idle
-57;21;4149;idle
-52;17;4159;idle
-58;16;4152;idle
-52;7;4160;idle
-61;9;4159;idle
-61;13;4155;idle
-48;11;4156;idle
-54;21;4151;idle
-45;23;4155;idle
-50;15;4150;idle
-67;14;4148;idle
-67;9;4147;idle
-58;9;4153;idle
-54;16;4155;idle
-56;10;4151;idle
-58;13;4149;idle
-64;10;4152;idle
-50;6;4150;idle
-56;14;4150;idle
-55;3;4149;idle
-60;10;4152;idle
-63;8;4153;idle
-53;10;4155;idle
-57;10;4154;idle
-57;5;4156;idle
-62;5;4146;idle
-59;14;4157;idle
-61;14;4154;idle
-57;22;4160;idle
-50;9;4151;idle
-60;11;4157;idle
-58;20;4153;idle
-51;14;4156;idle
-48;15;4152;idle
-55;16;4154;idle
-56;18;4150;idle
-67;8;4148;idle
-53;22;4157;idle
-58;3;4149;idle
-58;18;4149;idle
-64;23;4154;idle
-55;8;4158;idle
-53;8;4155;idle
-54;9;4153;idle
-58;9;4152;idle
-58;13;4160;idle
-67;14;4152;idle
-57;25;4147;idle
-65;17;4152;idle
-55;18;4158;idle
-67;5;4157;idle
-64;13;4153;idle
-56;14;4147;idle
X-acc;Y-acc;Z-acc;label
-52;12;4153;idle
-59;9;4152;idle
-52;23;4145;idle
-51;9;4157;idle
-64;11;4149;idle
-54;8;4152;idle
-58;10;4154;idle
-60;18;4159;idle
-48;13;4152;idle
-57;13;4148;idle
-58;9;4162;idle
-57;7;4146;idle
-55;17;4153;idle
-61;11;4164;idle
-53;10;4147;idle
-62;22;4158;idle
-59;16;4150;idle
-50;21;4153;idle
-59;15;4152;idle
-64;8;4146;idle
-57;7;4158;idle
-63;10;4152;idle
-61;15;4152;idle
-56;17;4145;idle
-56;3;4163;idle
-65;8;4154;idle
-63;13;4153;idle
-60;12;4147;idle
-57;11;4150;idle
-56;9;4157;idle
-65;16;4150;idle
-50;21;4157;idle
-62;6;4152;idle
-57;5;4154;idle
-57;16;4154;idle
-52;11;4155;idle
-71;9;4161;idle
-63;15;4154;idle
-63;9;4160;idle
-59;14;4151;idle
-57;11;4155;idle
-51;14;4147;idle
-64;14;4155;idle
-55;21;4153;idle
-54;16;4154;idle
-58;11;4154;idle
-58;9;4146;idle
-56;14;4153;idle
-65;-2;4156;idle
-64;6;4153;idle
-63;18;4153;idle
-49;17;4157;idle
-64;8;4150;idle
-62;12;4158;idle
-65;23;4149;idle
-68;5;4156;idle
-52;7;4153;idle
-61;20;4153;idle
-60;15;4158;idle
-57;11;4157;idle
-55;21;4159;idle
-60;14;4155;idle
-65;11;4155;idle
-52;14;4157;idle
-53;7;4152;idle
-56;14;4156;idle
-53;4;4157;idle
-60;11;4149;idle
-57;11;4155;idle
-57;21;4156;idle
-57;6;4158;idle
-64;15;4142;idle
-56;11;4166;idle
-62;9;4144;idle
-59;11;4149;idle
-65;10;4153;idle
-49;11;4155;idle
-62;12;4150;idle
-55;12;4148;idle
-57;9;4161;idle
-55;9;4153;idle
-62;10;4158;idle
-61;9;4153;idle
-58;10;4156;idle
-58;13;4153;idle
-65;16;4155;idle
-58;8;4152;idle
-52;14;4154;idle
-63;8;4149;idle
-58;12;4148;idle
-59;13;4154;idle
-52;14;4149;idle
-62;8;4151;idle
-56;12;4152;idle
-54;9;4149;idle
-59;7;4153;idle
-47;15;4155;idle
-64;16;4149;idle
-60;12;4153;idle
-61;20;4154;idle
X-acc;Y-acc;Z-acc;label
-61;15;4154;idle
-59;17;4149;idle
-59;2;4153;idle
-64;13;4155;idle
-51;11;4155;idle
-48;12;4152;idle
-59;12;4156;idle
-59;11;4151;idle
-52;21;4151;idle
-57;11;4152;idle
-59;19;4154;idle
-59;7;4162;idle
-53;14;4150;idle
-58;16;4155;idle
-64;15;4154;idle
-64;7;4154;idle
-69;14;4158;idle
-52;15;4155;idle
-58;15;4149;idle
-62;8;4158;idle
-61;10;4160;idle
-60;19;4150;idle
-60;16;4150;idle
-53;12;4157;idle
-60;16;4151;idle
-59;15;4152;idle
-52;19;4150;idle
-55;15;4153;idle
-62;16;4155;idle
-55;12;4160;idle
-52;11;4158;idle
-54;13;4148;idle
-64;8;4155;idle
-57;15;4150;idle
-59;5;4153;idle
-60;20;4156;idle
-61;16;4156;idle
-57;12;4152;idle
-57;17;4152;idle
-59;3;4150;idle
-62;14;4153;idle
-62;16;4152;idle
-59;18;4150;idle
-50;17;4154;idle
-61;21;4152;idle
-58;12;4156;idle
-59;16;4161;idle
-58;17;4153;idle
-60;13;4151;idle
-59;23;4157;idle
-61;12;4154;idle
-56;19;4147;idle
-60;23;4153;idle
-51;24;4154;idle
-59;10;4156;idle
-58;4;4150;idle
-60;4;4151;idle
-59;18;4149;idle
-68;6;4157;idle
-64;14;4152;idle
-55;7;4156;idle
-64;10;4156;idle
-65;13;4151;idle
-54;19;4159;idle
-54;11;4150;idle
-60;18;4155;idle
-62;17;4150;idle
-52;10;4154;idle
-59;12;4151;idle
-62;10;4151;idle
-63;16;4151;idle
-59;21;4153;idle
-52;14;4146;idle
-53;11;4150;idle
-50;10;4153;idle
-63;8;4151;idle
-61;11;4156;idle
-56;20;4155;idle
-53;24;4147;idle
-56;15;4154;idle
-50;0;4149;idle
-70;15;4158;idle
-61;7;4152;idle
-64;12;4159;idle
-57;13;4153;idle
-60;15;4145;idle
-51;11;4153;idle
-66;15;4157;idle
-45;10;4146;idle
-51;16;4153;idle
-53;13;4152;idle
-57;13;4154;idle
-63;11;4156;idle
-59;18;4155;idle
-64;11;4153;idle
-57;11;4150;idle
-59;18;4154;idle
-64;12;4152;idle
-55;14;4152;idle
-59;18;4158;idle
X-acc;Y-acc;Z-acc;label
-55;13;4154;idle
-63;9;4148;idle
-51;14;4152;idle
-57;11;4150;idle
-56;19;4150;idle
-68;22;4153;idle
-63;10;4154;idle
-61;15;4158;idle
-52;11;4153;idle
-60;17;4156;idle
-60;17;4152;idle
-60;22;4161;idle
-56;12;4159;idle
-53;17;4149;idle
-55;9;4153;idle
-52;11;4155;idle
-58;17;4151;idle
-56;12;4153;idle
-59;7;4154;idle
-58;8;4155;idle
-63;12;4152;idle
-62;15;4150;idle
-58;15;4152;idle
-55;17;4153;idle
-54;12;4151;idle
-68;12;4147;idle
-53;9;4160;idle
-66;17;4155;idle
-61;10;4150;idle
-60;15;4156;idle
-50;15;4159;idle
-60;15;4149;idle
-66;3;4150;idle
-57;6;4158;idle
-62;15;4152;idle
-60;13;4157;idle
-63;11;4153;idle
-58;14;4149;idle
-55;15;4156;idle
-54;8;4153;idle
-58;10;4157;idle
-65;13;4155;idle
-63;17;4154;idle
-54;15;4152;idle
-55;5;4160;idle
-61;16;4151;idle
-62;15;4151;idle
-66;8;4152;idle
-59;8;4157;idle
-59;22;4156;idle
-63;12;4152;idle
-61;3;4153;idle
-59;14;4151;idle
-66;3;4160;idle
-50;22;4154;idle
-62;10;4155;idle
-48;9;4160;idle
-62;4;4159;idle
-46;7;4153;idle
-56;15;4151;idle
-58;5;4154;idle
-64;16;4155;idle
-56;12;4154;idle
-67;14;4152;idle
-59;12;4147;idle
-57;8;4150;idle
-51;7;4148;idle
-50;16;4158;idle
-53;14;4152;idle
-56;19;4151;idle
-53;11;4155;idle
-50;16;4148;idle
-55;-3;4150;idle
-56;14;4153;idle
-63;20;4154;idle
-60;8;4161;idle
-63;14;4151;idle
-55;8;4151;idle
-59;11;4153;idle
-58;12;4161;idle
-55;22;4150;idle
-60;12;4155;idle
-59;12;4152;idle
-60;13;4155;idle
-53;6;4148;idle
-55;17;4155;idle
-59;11;4149;idle
-56;7;4153;idle
-65;12;4154;idle
-62;11;4158;idle
-60;12;4151;idle
-55;17;4156;idle
-53;11;4152;idle
-61;10;4146;idle
-61;8;4152;idle
-48;15;4151;idle
-53;9;4150;idle
-64;11;4156;idle
-60;9;4153;idle
-71;12;4157;idle
X-acc;Y-acc;Z-acc;label
-63;14;4159;idle
-61;16;4150;idle
-58;17;4159;idle
-66;16;4155;idle
-58;12;4159;idle
-62;4;4159;idle
-61;14;4155;idle
-61;11;4153;idle
-52;17;4153;idle
-51;20;4157;idle
-58;19;4162;idle
-65;16;4150;idle
-63;18;4152;idle
-62;15;4148;idle
-64;15;4153;idle
-58;7;4152;idle
-45;17;4154;idle
-65;8;4152;idle
-61;10;4153;idle
-59;14;4153;idle
-59;15;4158;idle
-55;16;4154;idle
-66;12;4152;idle
-53;16;4155;idle
-54;16;4159;idle
-66;6;4147;idle
-72;13;4152;idle
-57;16;4151;idle
-59;11;4154;idle
-57;8;4149;idle
-52;17;4151;idle
-51;14;4151;idle
-60;10;4153;idle
-54;15;4150;idle
-50;7;4162;idle
-55;11;4157;idle
-48;19;4156;idle
-47;18;4160;idle
-55;10;4149;idle
-63;7;4151;idle
-62;6;4157;idle
-65;14;4160;idle
-62;14;4155;idle
-55;19;4150;idle
-61;23;4150;idle
-61;10;4155;idle
-59;9;4150;idle
-61;-3;4149;idle
-59;21;4148;idle
-54;17;4154;idle
-58;15;4159;idle
-64;5;4156;idle
-58;11;4150;idle
-54;11;4154;idle
-61;11;4152;idle
-61;8;4157;idle
-59;13;4156;idle
-66;7;4149;idle
-55;15;4150;idle
-71;17;4152;idle
-63;16;4149;idle
-60;10;4153;idle
-60;13;4156;idle
-57;21;4156;idle
-57;11;4154;idle
-62;3;4151;idle
-50;15;4158;idle
-63;9;4149;idle
-55;10;4154;idle
-50;11;4147;idle
-67;16;4155;idle
-64;19;4156;idle
-57;10;4157;idle
-55;16;4148;idle
-62;9;4156;idle
-57;13;4151;idle
-58;7;4156;idle
-65;11;4152;idle
-53;8;4155;idle
-54;13;4151;idle
-63;12;4150;idle
-56;13;4152;idle
-60;14;4155;idle
-53;6;4159;idle
-63;15;4150;idle
-61;11;4148;idle
-64;7;4147;idle
-57;17;4158;idle
-59;12;4145;idle
-58;22;4151;idle
-66;11;4148;idle
-55;9;4147;idle
-55;7;4150;idle
-68;7;4153;idle
-62;7;4152;idle
-64;15;4148;idle
-64;9;4157;idle
-65;9;4150;idle
-53;16;4152;idle
-59;11;4146;idle
X-acc;Y-acc;Z-acc;label
-55;8;4152;idle
-49;12;4149;idle
-55;6;4151;idle
-55;14;4152;idle
-58;8;4148;idle
-57;6;4145;idle
-61;13;4147;idle
-51;10;4150;idle
-56;15;4150;idle
-68;13;4149;idle
-57;17;4154;idle
-60;6;4156;idle
-62;6;4153;idle
-59;15;4154;idle
-58;19;4154;idle
-56;22;4144;idle
-52;19;4148;idle
-60;14;4153;idle
-58;20;4153;idle
-47;8;4146;idle
-56;6;4153;idle
-60;12;4152;idle
-55;18;4147;idle
-57;8;4155;idle
-55;17;4153;idle
-57;15;4152;idle
-59;19;4155;idle
-64;9;4156;idle
-55;12;4155;idle
-53;17;4153;idle
-55;17;4160;idle
-54;15;4154;idle
-61;15;4151;idle
-55;12;4154;idle
-65;19;4149;idle
-68;9;4151;idle
-59;7;4145;idle
-60;16;4148;idle
-61;17;4155;idle
-53;15;4147;idle
-54;13;4156;idle
-64;19;4155;idle
-49;6;4147;idle
-56;16;4148;idle
-58;6;4153;idle
-60;6;4155;idle
-59;10;4155;idle
-65;14;4150;idle
-53;8;4151;idle
-57;10;4156;idle
-61;4;4159;idle
-72;20;4149;idle
-67;12;4156;idle
-53;16;4158;idle
-59;18;4151;idle
-63;4;4159;idle
-62;5;4150;idle
-55;9;4155;idle
-53;15;4149;idle
-60;14;4157;idle
-50;6;4150;idle
-47;19;4152;idle
-67;16;4154;idle
-67;2;4158;idle
-55;10;4148;idle
-58;15;4158;idle
-62;17;4160;idle
