X-acc;Y-acc;Z-acc;label
-3965;-3655;-1201;waving
-3511;-3649;-1201;waving
-3244;-3552;-1050;waving
-3122;-3507;-883;waving
-3046;-3451;-845;waving
-2655;-3402;-808;waving
-2257;-3246;-670;waving
-1865;-3260;-616;waving
-1428;-3243;-474;waving
-991;-3280;-349;waving
-604;-3428;-327;waving
-412;-3500;-317;waving
-249;-3568;-277;waving
-152;-3529;-258;waving
209;-3484;-245;waving
504;-3508;-454;waving
886;-3426;-387;waving
1102;-3234;-77;waving
1498;-2998;22;waving
2129;-3025;-167;waving
2775;-3109;-346;waving
3288;-3087;-54;waving
3463;-2844;237;waving
3516;-2856;355;waving
3609;-3046;121;waving
3747;-3229;-137;waving
3621;-3198;-91;waving
3601;-3109;-2;waving
3743;-3048;191;waving
3734;-2845;226;waving
3626;-2984;81;waving
3467;-2996;-79;waving
3368;-3065;-21;waving
3132;-3097;0;waving
2732;-3158;-127;waving
2290;-3237;-266;waving
1753;-3184;-260;waving
1249;-3207;-181;waving
914;-3242;-179;waving
730;-3235;-386;waving
556;-3326;-298;waving
248;-3034;-261;waving
-283;-3042;-161;waving
-776;-2973;-262;waving
-1181;-3070;-307;waving
-1705;-3037;-449;waving
-2063;-3056;-596;waving
-2713;-3308;-696;waving
-3399;-3305;-879;waving
-4122;-3257;-801;waving
-4229;-3190;-651;waving
-3745;-3237;-611;waving
-3461;-3411;-956;waving
-3338;-3595;-1245;waving
-3477;-3330;-969;waving
-4087;-3210;-557;waving
-4646;-3242;-585;waving
-4336;-3347;-725;waving
-3845;-3397;-1004;waving
-3440;-3411;-1132;waving
-3070;-3274;-855;waving
X-acc;Y-acc;Z-acc;label
-2781;-3192;-607;waving
-2706;-3191;-545;waving
-2660;-3316;-700;waving
-2309;-3369;-740;waving
-1866;-3321;-609;waving
-1430;-3302;-658;waving
-996;-3395;-660;waving
-852;-3146;-454;waving
-460;-2871;-54;waving
-154;-2745;13;waving
315;-3069;-331;waving
681;-3428;-682;waving
1156;-3521;-739;waving
1541;-3172;-359;waving
1755;-2714;-72;waving
2139;-2440;43;waving
2763;-2310;88;waving
3037;-2441;-20;waving
3489;-2408;-46;waving
3674;-2348;-33;waving
3829;-2351;-68;waving
4125;-2435;-242;waving
4599;-2397;-296;waving
5031;-2259;-113;waving
5394;-2050;37;waving
5858;-2069;-34;waving
6041;-2062;-132;waving
5777;-2104;-103;waving
5064;-2083;-146;waving
4455;-2215;-71;waving
3880;-2369;-229;waving
3406;-2410;-511;waving
2939;-2467;-380;waving
2372;-2323;-193;waving
1781;-2268;-11;waving
1137;-2376;-51;waving
517;-2708;-354;waving
191;-2853;-580;waving
-34;-2878;-343;waving
-603;-2915;-321;waving
-1203;-2825;-420;waving
-1689;-2835;-274;waving
-2144;-3155;-442;waving
-3044;-3455;-827;waving
-3248;-3468;-857;waving
-2927;-3470;-717;waving
-2651;-3316;-553;waving
-2418;-3337;-415;waving
-2502;-3625;-577;waving
-3331;-3324;-777;waving
-4201;-3470;-665;waving
-4348;-3556;-1113;waving
-4010;-3816;-1269;waving
-3777;-3621;-1221;waving
-3611;-3276;-912;waving
-3438;-3177;-585;waving
-3138;-3374;-587;waving
-2914;-3358;-666;waving
-2846;-3500;-835;waving
-2731;-3490;-783;waving
-2554;-3490;-684;waving
-2204;-3421;-522;waving
-1757;-3307;-352;waving
-1522;-3234;-242;waving
-1087;-3320;-333;waving
-707;-3390;-452;waving
-500;-3371;-462;waving
-102;-3302;-367;waving
169;-3333;-425;waving
413;-3163;-372;waving
779;-2917;-227;waving
1333;-2905;-325;waving
2055;-2916;-453;waving
2411;-2900;-141;waving
2074;-2667;-112;waving
2494;-2522;-365;waving
3606;-2503;-332;waving
4456;-2611;-378;waving
4458;-2599;-253;waving
4113;-2438;-137;waving
4440;-2132;91;waving
4813;-2101;137;waving
5045;-2292;-114;waving
5158;-2252;-67;waving
4890;-2146;171;waving
4428;-2224;42;waving
4242;-2438;-130;waving
4081;-2458;-193;waving
3858;-2365;-144;waving
3685;-2213;-157;waving
3147;-2326;74;waving
2704;-2505;144;waving
2187;-2697;-156;waving
1721;-2896;-501;waving
1382;-2968;-600;waving
1242;-3242;-441;waving
774;-3177;-339;waving
277;-3074;-307;waving
-266;-3202;-489;waving
-438;-3305;-610;waving
X-acc;Y-acc;Z-acc;label
-1163;-3172;-526;waving
-1821;-2974;-293;waving
-2057;-2842;-40;waving
-2318;-3172;-265;waving
-3029;-3386;-455;waving
-3513;-3936;-501;waving
-3606;-3520;-741;waving
-3721;-3638;-760;waving
-3714;-3729;-527;waving
-3866;-3682;-523;waving
-4299;-3591;-714;waving
-4023;-3622;-786;waving
-3542;-3513;-610;waving
-3114;-3412;-469;waving
-2842;-3467;-505;waving
-2667;-3356;-346;waving
-2666;-3350;-305;waving
-2494;-3307;-275;waving
-2107;-3436;-417;waving
-1451;-3587;-565;waving
-832;-3375;-364;waving
-388;-3312;-175;waving
-137;-3355;-115;waving
148;-3343;-174;waving
255;-3414;-318;waving
492;-3340;-349;waving
1152;-3261;-350;waving
1477;-3048;-147;waving
1610;-3110;-307;waving
1633;-3143;-330;waving
2244;-3115;-575;waving
2607;-3196;-643;waving
2815;-3048;-499;waving
3027;-2638;-84;waving
3018;-2483;96;waving
3286;-2618;-315;waving
3642;-2726;-513;waving
4020;-2569;-401;waving
4354;-2206;-9;waving
4548;-2084;221;waving
4631;-2331;70;waving
4681;-2514;-400;waving
4742;-2441;-197;waving
4625;-2240;-31;waving
4559;-2283;-20;waving
4369;-2319;-61;waving
4085;-2264;-51;waving
3814;-2193;10;waving
3429;-2267;-22;waving
3206;-2288;89;waving
2884;-2755;-275;waving
2439;-3025;-615;waving
1779;-2997;-619;waving
1473;-3087;-616;waving
1189;-3217;-555;waving
616;-3104;-510;waving
-69;-3110;-229;waving
-546;-3142;-367;waving
-438;-3290;-738;waving
-712;-3471;-700;waving
-1413;-3066;-427;waving
-1835;-3171;-10;waving
-1889;-3432;-271;waving
-1786;-3593;-666;waving
-2050;-3569;-868;waving
-2633;-3612;-875;waving
-3425;-3458;-450;waving
-3927;-3745;-717;waving
-3759;-3879;-893;waving
-3860;-3962;-1025;waving
-3910;-3718;-1036;waving
-3706;-3438;-489;waving
-3373;-3300;-284;waving
-2901;-3321;-626;waving
-2474;-3479;-1057;waving
-2377;-3772;-744;waving
-2464;-3444;-228;waving
-2469;-3313;-11;waving
-2197;-3409;-156;waving
-1636;-3528;-505;waving
-1085;-3740;-717;waving
-679;-3479;-549;waving
-642;-3145;-400;waving
-531;-3238;-321;waving
69;-3148;-405;waving
525;-3087;-247;waving
714;-3022;-100;waving
822;-2804;-327;waving
1166;-2611;-611;waving
2031;-2982;-669;waving
2575;-2933;-565;waving
3061;-2475;-398;waving
3701;-2340;-324;waving
4303;-2726;-474;waving
4682;-2723;-655;waving
4564;-2692;-459;waving
4659;-2561;-295;waving
4997;-2516;-92;waving
5231;-2413;-30;waving
4975;-2476;-112;waving
X-acc;Y-acc;Z-acc;label
4605;-2394;-220;waving
4395;-2479;-174;waving
4102;-2546;-277;waving
3684;-2599;-410;waving
3533;-2499;-292;waving
3272;-2459;10;waving
2700;-2357;155;waving
2381;-2514;168;waving
1908;-2871;-168;waving
1266;-3242;-430;waving
822;-3534;-566;waving
513;-3334;-652;waving
315;-3467;-331;waving
118;-3551;-221;waving
-124;-3442;-286;waving
-401;-3496;-452;waving
-435;-3557;-569;waving
-379;-3431;-516;waving
-356;-3297;-370;waving
-944;-3544;-350;waving
-1638;-3574;-353;waving
-2213;-3749;-408;waving
-2932;-3723;-500;waving
-3367;-3697;-614;waving
-3277;-3810;-677;waving
-2698;-3790;-668;waving
-2469;-3493;-543;waving
-2525;-3425;-309;waving
-3009;-3638;-515;waving
-3548;-3777;-630;waving
-3634;-3884;-503;waving
-3378;-3700;-562;waving
-2867;-3747;-807;waving
-2552;-3752;-758;waving
-2332;-3490;-511;waving
-2075;-3506;-143;waving
-1800;-3461;-73;waving
-1445;-3287;-85;waving
-978;-3561;-250;waving
-568;-3682;-227;waving
-546;-3541;-266;waving
-408;-3533;-391;waving
158;-3639;-504;waving
689;-3506;-388;waving
785;-3497;-31;waving
754;-3393;118;waving
423;-3305;-74;waving
-12;-3348;-456;waving
731;-3279;-818;waving
1691;-2827;-806;waving
2590;-2279;-393;waving
3579;-2042;85;waving
4430;-2288;230;waving
4503;-2462;-224;waving
4548;-2617;-322;waving
4732;-2522;-125;waving
4729;-2544;-134;waving
4686;-2622;-191;waving
4645;-2742;-317;waving
4441;-2745;-513;waving
4196;-2583;-392;waving
4059;-2453;-229;waving
3808;-2338;-37;waving
3508;-2285;25;waving
3290;-2581;-187;waving
3112;-2760;-243;waving
3142;-2730;-202;waving
2908;-2768;75;waving
2565;-2745;107;waving
2023;-3130;-118;waving
1774;-3242;-319;waving
1467;-3253;-291;waving
1156;-3170;-174;waving
939;-3316;-33;waving
425;-3459;-220;waving
-12;-3539;-349;waving
-177;-3409;-188;waving
-381;-3141;-19;waving
-852;-3102;-121;waving
-1334;-3478;-374;waving
-1457;-3583;-334;waving
-1555;-4139;-332;waving
-2055;-3742;-686;waving
-2635;-3925;-399;waving
-3103;-3954;-649;waving
-3055;-3847;-557;waving
-3092;-3799;-699;waving
-3314;-3846;-861;waving
-3285;-3847;-845;waving
-3281;-3724;-630;waving
-3203;-3628;-485;waving
-2859;-3618;-581;waving
-2441;-3806;-856;waving
-1998;-3768;-742;waving
-1694;-3694;-370;waving
-1360;-3525;-165;waving
-1077;-3610;-48;waving
-592;-3612;-245;waving
-254;-3815;-451;waving
134;-3680;-512;waving
X-acc;Y-acc;Z-acc;label
612;-3585;-386;waving
961;-3540;-180;waving
1162;-3350;53;waving
1282;-3375;196;waving
1428;-3369;100;waving
1647;-3449;-154;waving
1706;-3538;-299;waving
1797;-3462;-231;waving
1862;-3403;-210;waving
1850;-3418;-266;waving
1944;-3463;-444;waving
2116;-3505;-461;waving
2229;-3280;-393;waving
2116;-3060;-126;waving
2149;-2962;-191;waving
2638;-3216;-501;waving
3006;-3694;-817;waving
3438;-3226;-826;waving
3694;-2642;-216;waving
3915;-2583;44;waving
4299;-2507;23;waving
4528;-2592;-201;waving
4444;-3023;-595;waving
4274;-2956;-499;waving
3992;-2715;-318;waving
3818;-2697;-140;waving
3568;-2682;-97;waving
3253;-2723;-183;waving
2694;-2868;-322;waving
2323;-2867;-230;waving
1877;-3259;-469;waving
1628;-3370;-932;waving
1373;-3272;-734;waving
887;-3215;-221;waving
192;-3092;-255;waving
-294;-3158;-461;waving
-482;-3365;-671;waving
-483;-3437;-754;waving
-632;-3321;-632;waving
-1448;-2849;-47;waving
-2516;-2687;201;waving
-3110;-3488;-290;waving
-3046;-3887;-576;waving
-3013;-3671;-518;waving
-3046;-3499;-379;waving
-3085;-3335;-346;waving
-3002;-3509;-419;waving
-3050;-3469;-314;waving
-3305;-3533;-415;waving
-3590;-3538;-560;waving
-3700;-3543;-637;waving
-3536;-3583;-731;waving
-3245;-3484;-582;waving
-3166;-3475;-431;waving
-3090;-3409;-284;waving
-2927;-3458;-314;waving
-2443;-3399;-376;waving
-1801;-3715;-452;waving
-1301;-3615;-396;waving
-947;-3370;-8;waving
-700;-3478;-25;waving
-451;-3661;-99;waving
-366;-3685;-98;waving
-542;-3814;-246;waving
-434;-3773;-297;waving
-345;-3770;-235;waving
-271;-3790;-222;waving
-83;-3887;-367;waving
110;-3733;-300;waving
59;-3370;-76;waving
-60;-3505;-304;waving
153;-3594;-602;waving
583;-3271;-362;waving
1367;-3086;73;waving
2180;-3197;-18;waving
2754;-3165;-141;waving
2977;-2986;-77;waving
3179;-2767;12;waving
3505;-2435;18;waving
3907;-2323;182;waving
4162;-2277;126;waving
4417;-2431;-113;waving
4626;-2613;-255;waving
4752;-2570;-244;waving
4812;-2506;-218;waving
4573;-2600;-190;waving
4548;-2581;-213;waving
4481;-2651;-235;waving
4307;-2504;-259;waving
3881;-2527;-112;waving
3552;-2493;91;waving
3230;-2797;-220;waving
2713;-3165;-631;waving
2140;-3151;-631;waving
1745;-2864;-251;waving
1354;-2633;102;waving
1134;-2737;183;waving
687;-2944;-5;waving
-273;-2763;15;waving
-1453;-2692;61;waving
X-acc;Y-acc;Z-acc;label
-2258;-3209;-262;waving
-2966;-3509;-380;waving
-3107;-3467;-258;waving
-3007;-3264;-71;waving
-2946;-3080;-46;waving
-2797;-3632;-23;waving
-2873;-3532;-996;waving
-2840;-3953;-977;waving
-3044;-3570;-324;waving
-3381;-3562;-213;waving
-3563;-3708;-563;waving
-3416;-3947;-760;waving
-3028;-4007;-692;waving
-2623;-3788;-476;waving
-2188;-3531;-292;waving
-2053;-3568;-125;waving
-2002;-3471;-168;waving
-2186;-3440;-188;waving
-2176;-3726;-361;waving
-1786;-3723;-451;waving
-1176;-3726;-335;waving
-532;-3662;-332;waving
-167;-3714;-269;waving
48;-3862;-283;waving
128;-3858;-427;waving
239;-4035;-525;waving
425;-3791;-379;waving
684;-3412;7;waving
1039;-3107;277;waving
1400;-3290;123;waving
1611;-3439;-65;waving
1941;-3649;-294;waving
1801;-3383;15;waving
1610;-3025;343;waving
1670;-3010;128;waving
1898;-3085;-100;waving
2216;-3288;-402;waving
2612;-3271;-405;waving
2811;-2943;-249;waving
3154;-2956;-217;waving
3639;-3126;-455;waving
4179;-3014;-569;waving
4699;-3101;-487;waving
4510;-3053;-67;waving
3997;-2821;-282;waving
3860;-3085;-532;waving
3800;-3057;-461;waving
3609;-2921;-318;waving
3268;-2772;-44;waving
2960;-2838;-64;waving
2511;-3016;-274;waving
2256;-3107;-421;waving
2167;-3123;-407;waving
2081;-3179;-161;waving
1687;-3208;22;waving
1340;-3250;-155;waving
1301;-3471;-465;waving
1286;-3740;-465;waving
1122;-3676;-549;waving
1054;-3598;-403;waving
734;-3315;-105;waving
388;-3295;-143;waving
-236;-3587;-296;waving
-1236;-3157;-328;waving
-1771;-3509;-104;waving
-1862;-3181;18;waving
-2112;-2944;-36;waving
-2340;-2980;-122;waving
-2593;-3195;-330;waving
-2827;-3339;-505;waving
-3070;-3282;-356;waving
-3507;-3176;-399;waving
-4109;-3106;-347;waving
-4333;-3119;-287;waving
-4358;-3340;-371;waving
-4227;-3312;-444;waving
-3860;-3366;-514;waving
-3678;-3234;-389;waving
-3296;-3127;-313;waving
-3253;-3208;-341;waving
-3251;-3181;-443;waving
-3554;-3196;-361;waving
-3327;-3080;-238;waving
-3065;-3211;-207;waving
-2530;-3035;-111;waving
-1851;-3288;-301;waving
-1355;-3538;-426;waving
-1357;-3566;-366;waving
-1398;-3526;-268;waving
-1091;-3527;-341;waving
-521;-3412;-342;waving
-382;-3340;-130;waving
-90;-3204;-119;waving
207;-3145;-384;waving
873;-2865;-480;waving
1616;-2567;-215;waving
2493;-2296;29;waving
3151;-2636;-90;waving
3518;-2810;-343;waving
3355;-2966;-334;waving
X-acc;Y-acc;Z-acc;label
3730;-2793;-216;waving
4042;-2775;-148;waving
4388;-2662;-215;waving
4659;-2663;-204;waving
4813;-2503;109;waving
4919;-2386;248;waving
4337;-2567;-30;waving
3847;-2695;-256;waving
3618;-2701;-193;waving
3475;-2617;-20;waving
3525;-2712;-64;waving
3438;-2614;105;waving
3088;-2541;172;waving
2601;-2688;236;waving
2022;-2779;235;waving
1752;-2888;-14;waving
1729;-3199;-211;waving
1591;-3375;-216;waving
1136;-3379;-110;waving
466;-3531;-227;waving
86;-3454;-388;waving
92;-3331;-174;waving
-437;-3569;-203;waving
-1077;-3711;-495;waving
-1481;-3764;-564;waving
-1224;-3420;-230;waving
-914;-3283;23;waving
-1215;-3048;78;waving
-1908;-3109;-273;waving
-2620;-3367;-629;waving
-3464;-3479;-944;waving
-3666;-3652;-820;waving
-3742;-3413;-564;waving
-3778;-3351;-359;waving
-4224;-2952;-142;waving
-4119;-2933;-285;waving
-3677;-3220;-573;waving
-3542;-3257;-696;waving
-3422;-3260;-642;waving
-3339;-3409;-674;waving
-3529;-3359;-569;waving
-3586;-3321;-426;waving
-3306;-3506;-513;waving
-2994;-3564;-618;waving
-2541;-3370;-467;waving
-1898;-3346;-341;waving
-1314;-3370;-261;waving
-806;-3243;-118;waving
-380;-3413;-92;waving
-54;-3597;-217;waving
102;-3621;-302;waving
348;-3653;-178;waving
714;-3626;-151;waving
863;-3779;-188;waving
877;-3766;-148;waving
894;-3805;-205;waving
1056;-3861;-254;waving
788;-3929;-364;waving
608;-3878;-343;waving
685;-3844;-317;waving
949;-3661;-292;waving
723;-3699;-265;waving
943;-3631;-273;waving
1338;-3628;-227;waving
1674;-3538;-121;waving
1733;-3627;-370;waving
1945;-3648;-526;waving
2135;-3552;-430;waving
2284;-3313;-200;waving
2356;-3153;-80;waving
2665;-3090;-20;waving
3093;-3082;-165;waving
3562;-3277;-268;waving
4111;-3054;-302;waving
4660;-2919;-146;waving
4813;-2984;-5;waving
4260;-2999;-284;waving
3925;-3026;-342;waving
3565;-3181;-347;waving
3066;-3158;-364;waving
2538;-3105;-631;waving
1904;-2990;-616;waving
1001;-2702;-384;waving
518;-2603;-106;waving
155;-2617;-216;waving
-402;-2864;-433;waving
-1067;-3048;-628;waving
-1744;-3228;-629;waving
-2472;-3137;-534;waving
-2778;-3216;-508;waving
-3195;-3367;-517;waving
-3285;-3220;-538;waving
-3086;-3455;-599;waving
-2857;-3177;-625;waving
-2683;-2862;-232;waving
-3080;-2675;-39;waving
-3680;-2853;-189;waving
-3909;-2926;-333;waving
-3970;-3051;-430;waving
-4019;-3363;-626;waving
X-acc;Y-acc;Z-acc;label
-3949;-3439;-866;waving
-3836;-3349;-796;waving
-3630;-3244;-674;waving
-3432;-3475;-718;waving
-3373;-3353;-652;waving
-3322;-3293;-443;waving
-3065;-3137;-297;waving
-2602;-3029;-199;waving
-1956;-3311;-585;waving
-1645;-3570;-631;waving
-1436;-3422;-231;waving
-1382;-3397;-9;waving
-1307;-3495;-88;waving
-1222;-3543;-119;waving
-1217;-3831;-395;waving
-1135;-3732;-386;waving
-944;-3698;-262;waving
-846;-3689;-183;waving
-688;-3644;-198;waving
-356;-3684;-264;waving
-232;-3715;-244;waving
30;-3778;-309;waving
185;-3984;-465;waving
266;-3928;-434;waving
457;-3871;-408;waving
683;-3841;-502;waving
620;-3896;-472;waving
818;-3702;-369;waving
1210;-3686;-222;waving
1399;-3701;-187;waving
1556;-3717;-224;waving
1774;-3622;-214;waving
2228;-3392;-122;waving
3016;-3228;-75;waving
3820;-3199;-310;waving
4170;-3128;-176;waving
4565;-2903;-120;waving
4093;-3345;-268;waving
3151;-3385;-442;waving
2654;-3379;-172;waving
2647;-3482;-391;waving
2439;-3501;-452;waving
2627;-3354;-337;waving
2174;-3091;39;waving
1672;-3121;-33;waving
1148;-3483;-412;waving
938;-3616;-530;waving
632;-3467;-491;waving
-108;-3403;-398;waving
-1023;-3308;-197;waving
-1389;-3536;-439;waving
-1433;-3633;-580;waving
-1733;-3527;-345;waving
-2279;-3223;-21;waving
-2947;-3229;-44;waving
-3368;-3521;-370;waving
-3289;-3707;-691;waving
-3080;-3519;-507;waving
-3200;-3186;-109;waving
-3180;-3259;-94;waving
-3049;-3467;-210;waving
-2643;-3711;-372;waving
-2603;-3553;-371;waving
-2626;-3552;-394;waving
-2631;-4256;-658;waving
-2694;-3621;-640;waving
-2982;-3996;-319;waving
-3013;-3886;-449;waving
-2705;-3697;-532;waving
-2253;-3973;-646;waving
-1814;-3805;-602;waving
-1621;-3709;-190;waving
-1609;-3534;-29;waving
-1327;-3494;-88;waving
-757;-3504;-278;waving
-46;-3304;-349;waving
406;-3489;-118;waving
568;-3097;330;waving
966;-2959;354;waving
1147;-3308;27;waving
1259;-3441;-319;waving
1361;-3523;-504;waving
1563;-3279;-272;waving
1833;-2880;191;waving
2226;-2750;224;waving
2557;-2818;2;waving
2887;-3094;-371;waving
3027;-3650;-873;waving
3037;-3621;-1214;waving
3303;-3420;-1046;waving
3775;-3002;-474;waving
4184;-2515;-18;waving
4365;-2463;57;waving
4273;-2738;-255;waving
3960;-2873;-362;waving
3850;-2750;-302;waving
3962;-2751;-356;waving
3826;-2824;-153;waving
3550;-2682;-269;waving
3433;-2901;-265;waving
X-acc;Y-acc;Z-acc;label
3212;-2910;-405;waving
2821;-2805;3;waving
2553;-2690;48;waving
2069;-2929;-36;waving
1604;-3123;-382;waving
1140;-3613;-1062;waving
640;-3675;-1121;waving
578;-3384;-312;waving
538;-3071;8;waving
68;-3180;-107;waving
-569;-3179;-475;waving
-957;-3329;-572;waving
-1446;-3481;-294;waving
-1855;-3465;-510;waving
-1898;-3575;-646;waving
-2029;-3465;-437;waving
-2429;-3359;-565;waving
-2416;-3474;-681;waving
-2254;-3452;-473;waving
-2511;-3179;-268;waving
-2738;-3258;-317;waving
-3096;-3275;-595;waving
-3627;-3175;-793;waving
-3787;-3253;-813;waving
-3657;-3327;-540;waving
-3906;-3081;-200;waving
-4142;-3116;-310;waving
-4237;-3118;-504;waving
-4001;-3304;-953;waving
-3456;-3458;-1020;waving
-3294;-3266;-710;waving
-3117;-3008;-380;waving
-2902;-3159;-173;waving
-2670;-3186;-40;waving
-2307;-3338;-591;waving
-2070;-3785;-679;waving
-1999;-3555;-528;waving
-1747;-3195;-146;waving
-1202;-3006;1;waving
-529;-3405;-382;waving
-373;-3503;-378;waving
-420;-3580;-170;waving
-256;-3525;-214;waving
130;-3528;-157;waving
596;-3754;-458;waving
905;-4076;-631;waving
917;-4008;-489;waving
967;-3733;-236;waving
1349;-3587;-317;waving
1741;-3562;-246;waving
1643;-3384;-39;waving
1671;-3488;-79;waving
1719;-3679;-273;waving
1746;-3763;-390;waving
1901;-3693;-436;waving
2211;-3639;-348;waving
2258;-3589;-248;waving
2428;-3377;-131;waving
2700;-3376;-210;waving
3184;-3316;-77;waving
3551;-3210;-145;waving
3614;-3128;-53;waving
3453;-3248;-10;waving
3232;-3320;-135;waving
3031;-3403;-278;waving
2900;-3263;-274;waving
2718;-3268;-49;waving
2505;-3203;14;waving
2332;-3233;-107;waving
1728;-3458;-259;waving
990;-3777;-583;waving
480;-3872;-435;waving
245;-3797;-496;waving
60;-3908;-455;waving
-246;-3902;-584;waving
-684;-3873;-554;waving
-947;-3844;-247;waving
-776;-3677;118;waving
-567;-3590;106;waving
-610;-3576;-68;waving
-733;-3597;-191;waving
-932;-3492;-247;waving
-1098;-3458;-223;waving
-1365;-3446;-59;waving
-1994;-3354;-20;waving
-2273;-3383;-148;waving
-2564;-3611;-424;waving
-2751;-3775;-528;waving
-2866;-3434;-444;waving
-2760;-3363;-251;waving
-3128;-3318;-414;waving
-3624;-3502;-557;waving
-3997;-3280;-329;waving
-4165;-3350;-471;waving
-3927;-3707;-1077;waving
-3632;-3756;-1033;waving
-3520;-3259;-574;waving
-3157;-3480;-205;waving
-2947;-3250;-292;waving
-2585;-3151;-144;waving
X-acc;Y-acc;Z-acc;label
-2068;-3063;-52;waving
-1724;-3303;-273;waving
-1464;-3497;-429;waving
-1270;-3752;-472;waving
-898;-3426;-263;waving
-558;-3427;-213;waving
-299;-3682;-353;waving
-148;-3865;-605;waving
-236;-4156;-738;waving
-219;-3824;-581;waving
48;-3609;-55;waving
587;-3289;-189;waving
1016;-3531;-375;waving
1170;-3502;-226;waving
1188;-3476;-336;waving
1203;-3389;-328;waving
1697;-3298;-109;waving
2397;-3402;-290;waving
2681;-3404;-175;waving
2730;-3103;-50;waving
2768;-2976;212;waving
3003;-2770;172;waving
3195;-2775;114;waving
3231;-2799;-68;waving
3383;-2748;-10;waving
3709;-2440;177;waving
3534;-2382;32;waving
3523;-2617;-141;waving
4260;-2593;-231;waving
4720;-2859;-329;waving
4822;-2631;-290;waving
4796;-2617;-89;waving
4652;-2686;-299;waving
4205;-2743;-353;waving
3743;-2694;-258;waving
3264;-2635;25;waving
2936;-2786;8;waving
2642;-3014;-120;waving
2281;-2954;-247;waving
1788;-3008;-132;waving
1253;-2820;-174;waving
647;-2882;-78;waving
44;-2852;114;waving
-699;-2903;-59;waving
-1104;-3047;-290;waving
-1483;-2958;-86;waving
-1757;-2904;-56;waving
-2079;-2868;-283;waving
-2386;-3072;-283;waving
-2875;-2999;-352;waving
-3240;-3030;-368;waving
-3504;-3235;-474;waving
-3400;-3613;-755;waving
-3596;-3531;-782;waving
-3554;-3231;-276;waving
-3134;-3297;-260;waving
-2732;-3453;-567;waving
-2440;-3575;-816;waving
-2235;-3655;-805;waving
-2504;-3693;-605;waving
-2946;-3491;-516;waving
-3405;-3613;-547;waving
-3484;-3689;-815;waving
-3404;-3678;-968;waving
-3198;-3628;-887;waving
-2811;-3434;-639;waving
-2579;-3383;-434;waving
-2443;-3467;-457;waving
-1970;-3635;-689;waving
-1652;-3718;-626;waving
-1453;-3609;-458;waving
-1248;-3674;-287;waving
-807;-3687;-490;waving
-546;-3961;-726;waving
-419;-3744;-417;waving
-110;-3545;0;waving
-190;-3624;16;waving
-332;-3701;-208;waving
-249;-3902;-554;waving
-119;-3876;-499;waving
25;-3668;-218;waving
267;-3621;-165;waving
450;-3561;-131;waving
681;-3614;-186;waving
743;-3621;-422;waving
829;-3987;-617;waving
1196;-3725;-553;waving
1909;-3392;-306;waving
2398;-3268;-157;waving
2685;-2985;40;waving
3153;-2849;156;waving
3725;-2732;16;waving
4159;-2825;-38;waving
4352;-2764;123;waving
4374;-2769;54;waving
4273;-2852;-96;waving
4064;-3001;-49;waving
3834;-3075;-134;waving
3399;-3025;-152;waving
2903;-2962;-165;waving
X-acc;Y-acc;Z-acc;label
2623;-2962;-128;waving
2403;-3097;-179;waving
2133;-2955;-181;waving
1662;-2843;29;waving
904;-3032;-50;waving
399;-3666;-471;waving
144;-3485;-748;waving
7;-3881;-646;waving
-613;-3716;-744;waving
-1124;-3519;-405;waving
-1559;-3261;-43;waving
-1672;-3705;-388;waving
-1952;-3782;-801;waving
-2020;-3600;-642;waving
-2014;-3296;-290;waving
-2179;-3192;-231;waving
-2093;-3366;-368;waving
-2196;-3209;-580;waving
-2410;-3271;-567;waving
-2524;-3313;-651;waving
-2982;-3212;-575;waving
-3586;-3045;-754;waving
-5387;-4647;-2741;waving
-3701;-2777;162;waving
-3315;-2995;32;waving
-3586;-3062;-634;waving
-4325;-3375;-1117;waving
-4194;-3856;-1170;waving
-3438;-3335;-1009;waving
-2816;-3212;-498;waving
-2346;-3218;-435;waving
-2133;-3266;-277;waving
-2196;-3459;-271;waving
-2016;-3525;-306;waving
-1945;-3525;-376;waving
-1523;-3466;-313;waving
-1351;-3570;-318;waving
-1296;-3507;-175;waving
-1408;-3608;-130;waving
-1244;-3659;-305;waving
-1258;-3606;-123;waving
-1158;-3316;128;waving
-1022;-3354;236;waving
-838;-3818;-551;waving
-631;-4348;-1239;waving
-255;-4106;-832;waving
176;-3605;-237;waving
603;-3494;-74;waving
1165;-3688;-475;waving
1381;-3798;-524;waving
1773;-3656;-349;waving
2066;-3509;-131;waving
2407;-3541;-80;waving
2529;-3628;-178;waving
2705;-3717;-347;waving
2748;-3755;-337;waving
2760;-3679;-267;waving
2610;-3674;-214;waving
2422;-3608;-204;waving
2196;-3610;-156;waving
1851;-3449;-150;waving
1725;-3438;-46;waving
1848;-3396;-3;waving
1430;-3430;49;waving
821;-3460;-2;waving
335;-3689;-182;waving
65;-3988;-559;waving
139;-4069;-577;waving
-41;-3985;-466;waving
-682;-3656;-267;waving
-1001;-3908;-505;waving
-1104;-4058;-590;waving
-1294;-3881;-400;waving
-1511;-3766;-188;waving
-1714;-3837;-318;waving
-1706;-3897;-497;waving
-1745;-3932;-494;waving
-1616;-3855;-459;waving
-1626;-3953;-495;waving
-1794;-3854;-417;waving
-1913;-3716;-337;waving
-1866;-3807;-402;waving
-1821;-3830;-463;waving
